"Shah Rukh Khan, Kajol, Rani Mukherji, and Salman Khan starred together in one of the following famous Bollywood movies.\n","Kuch Kuch Hota Hai","Hum Dil De Chuke Sanam","Dilwale Dulhaniya Le Jayenge","Dil To Pagal Hai","Kuch Kuch Hota Hai"
"She  was the first woman to wear high-heeled shoes.\n","Catherine DeMedici","Cleopatra","Joan of Arc","Catherine DeMedici","Queen Elizabeth I"
"She is a very rude monster.  She sings with her mouth full. What is the name of the human flesh eating plant that sings Feed me Seymour. Feed me all night long.?\n","Audrey II","Audrey II","Angel","Leech Woman","Christine"
"She is regarded as the most famous blonde of all times.\n","Marilyn Monroe","Marlene Dietrich","Eva Brown","Marilyn Monroe","Madonna"
"She was called The Swedish Nightingale.\n","Jenny Lind","Ingrid Bergmann","Jenny Lind","Bjork","Agnetha Faltskog"
"She was Johnny Carsons first guest on The Tonight Show with Johnny Carson.\n","Joan Crawford","Bette Midler","Joan Rivers","Judy Garland","Joan Crawford"
"Shortly after WWII, the Centers for Disease Control and Prevention was founded in this city that hosted the 1939 premiere of Gone With the Wind.\n","Atlanta, GA","Atlanta, GA","Nashville, TN","Birmingham, AL","Raleigh, NC"
"Simply Red is a British band. The bands name is related to this soccer team.\n","Manchester United","Arsenal","Liverpool","Manchester United","Middlesbrough"
"Since its separation from the Roman Catholic church in 1534, this branch of Christianity acts as a mother branch of the worldwide Anglican Communion.\n","Church of  England","Lutheranism","Sufism","Church of  England","Calvinism"
"Slugs have how many tentacles on their head?\n","4","8","4","7","3"
"Some of the most persecuted people in history, they trace their origins to northwestern India or present day Pakistan. The Nazis killed as many as 400,000 of them.  By the 1400s they had spread across Asia Minor and into Egypt, Spain and Germany.  Who are they?\n","The Roma","The Sabines","The Creatans","The Slavs","The Roma"
"Some sources claim the youngest pope was Benedict IX (1032 A.D.), elected at this age.\n","12","21","9","16","12"
"Soon after WWII, this Opel model was transferred to the Soviet Union and formed the basis for the Soviet car Moskvitch 400/420.\n","Kadett","Arena","Vectra","Kadett","Rekord"
"Sound travels one mile in five seconds in the air, and one mile in how many seconds under water?\n","one second","ten seconds","five seconds","one second","fifteen seconds"
"Spanish is an official language of this African country.\n","Equatorial Guinea","Morocco","Mozambique","Equatorial Guinea","Chad"
"Sportsman Jerry DePoyster is a record breaker in this category.\n","Shortest punt in the NFL","Fastest 100 yard dash on roller skates","Longest field goal in an NBA game","Shortest punt in the NFL","Worst pass completion record in an NFL season"
"Stan Smith is married to Francine and is the father of Hayley and Steve in this popular cartoon.\n","American Dad!","The Fairly Odd Parents","All in the Family","The Simpson","American Dad!"
"Steve Rogers is the alter ego of this character.\n","Cpt America","Cpt America","Cpt Marvel","Spiderman","Superman"
"Steven Spielbergs movie, The Color Purple,  was nominated for 11 Academy Awards, how many did it actually win?\n","0","5","3","0","8"
"Strange as it may be, there are paintings, depicting a blonde one of her.\n","Cleopatra","Madamme Butterfly","Cleopatra","Beyonce","Aretha Franklyn"
"Studies have proven that there is a relation between wearing bras and this disease.   Research found that 3 out of 4 women wearing bras 24 hours a day had the chance to get this disease, while women wearing bras for less than 12 hours a day had a 1 out of 152 chance.\n","Breast cancer","Gynecomastia","Breast cancer","Anemia","Asthma"
"Sugar is important for the proper function of which of these bodily systems?\n","Nervous system","Cardiovascular system","Endocrine system","Nervous system","Digestive system"
"Sugar, a naturally occurring nutrient that makes food taste sweet, is classified in chemistry as what?\n","Carbohydrate","Nucleic acid","Protein","Lipid","Carbohydrate"
"Sunset Boulevard is perhaps one of the greatest movies made about the movies.  It stars a very young handsome William Holden and the one and only Gloria Swanson as Norma Desmond, a reclusive enigmatic silent film star.  It also starred a famous director of the silent era, who played her butler/ex-husband.  Can you pick him from the list?\n","Erich von Stroheim","Fritz Lang","Erich von Stroheim","Desmond Taylor","D. W. Griffith"
"Suppose Mr. Jones works with ANOVA, regression lines, the sign-test, and the Gaussian distribution. What field of mathematics does Mr. Jones work in?\n","Statistics","Algebra","Statistics","Geometry","Calculus"
"Sympathy for the Devil is a song, originally released by this British rock band.\n","The Rolling Stones","Black Sabbath","The Rolling Stones","Queen","Sex Pistols"
"Tales of horror first began as an oral tradition - stories told around the hearth. In the story of Beowulf, this vaguely human character is the descendant of the first murderer, Cain. At one point in the story, he kills and eats Hro̡gars warriors while they sleep.\n","Grendel","Hogwart","Grendel","Pantagruel","Gargantua"
"Teams in the NHL and the NBA both usually play this many regular season games.\n","82","82","104","55","96"
"Tegestology is the hobby of collecting this.\n","Beer mats","Beer mats","Coffee spoons","Bottle labels","Bottle lids"
"Television beamed their fairytale wedding to over 270 million viewers on July 29, 1981. Sadly, on August 28, 1996 a divorce was granted to the Peoples Princess  and her once Prince Charming. Who was the Princess referring to when she stated in an interview on the BBC, There were three of us in the marriage, so, it was a bit crowded.?\n","Camilla Parker Bowles","Wallis Warfield Simpson","Camilla Parker Bowles","Tiggy Legge-Bourke","Alice Keppel"
"Thanatophobia is a condition, characterized by an abnormal fear of what?\n","Death","Death","Needles","Dogs","Insects"
"The  protest march from Philadelphia to Teddy Roosevelts home in 1903 was called this.\n","The March of the Mill Children","The March of the Mill Children","The March of the Veterans","The March of the Unemployed","The March of the Suffrajets"
"The 1.5 million square mile area, known as the Bermuda Triangle, has its equivalent in the Pacific ocean. What is it called?\n","Devils Sea","Satans Triangle","Dark Triangle","Triangle of Death","Devils Sea"
"The 1927 movie Wings was the first winner of the Best Picture Oscar. Which of these actors was in it?\n","Gary Cooper","Ray Milland","Gary Cooper","Brian Donleavy","Charlie Chaplin"
"The 1950 book The Martian Chronicles, describing the conflict between the colonists from Earth and the aboriginal Martians, was written by which author?\n","Ray Bradbury","Ray Bradbury","Arthur Clarke","Douglas Adams","Isaac Asimov"
"The 1962 Soccer World Cup tournament was held in this country.\n","Chile","Switzerland","Mexico","Chile","Italy"
"The 1980s film, The Hitcher, starring Rutger Hauer and Jennifer Jason-Leigh, was shot in the same location as which other film?\n","Welcome to Serendipity","Hot Moon","Welcome to Serendipity","Baghdad Cafe","Death Valley Days"
"The 1995 Bruce Springsteen song, The Ghost of Tom Joad gets its title from a character in a book by this author.\n","John Steinbeck","John Steinbeck","Agatha Christie","Ernest Hemingway","William Faulkner"
"The 19th century saw the rise of the ghost story among acclaimed Victorian authors. Which of the following cannot be considered a work of supernatural fiction?\n","The Luck of Barry Lyndon by William Makepeace Thackeray","The Turn of the Screw by Henry James","The Canterville Ghost by Oscar Wilde","A Christmas Carol by Charles Dickens","The Luck of Barry Lyndon by William Makepeace Thackeray"
"The 2005 movie Pizza My Heart was loosely based on this play by William Shakespeare.\n","Romeo and Juliet","Twelfth Night","Much Ado About Nothing","Romeo and Juliet","Othello"
"The 23rd US President was in office during this period.\n","1889 - 1893","1909 - 1913","1889 - 1893","1837 - 1841","1877 - 1881"
"The 7 Virtues are:  Temperance, Charity, Diligence, Patience, Kindness, Humility, Chastity.  What are their opposites which are considered the 7 Deadly Sins?\n","Lust, Gluttony, Greed, Sloth, Wrath, Envy, Pride","Greed, Anger, Envy, Jealousy, Conciet, Lust, Gluttony","Greed, Anger, Envy, Jealousy, Dominance, Lust, Gluttony","Lust, Gluttony, Greed, Sloth, Wrath, Envy, Pride","Carelessness, Anger, Envy, Jealousy, Conciet, Lust, Gluttony"
"The acetic acid, the acetylene and the ethene have an equal number of this atom in their molecules.\n","C","C","H","Fe","O"
"The actresss father created The Today Show, The Wide World of Sports, Your Show of Shows(aka the Sid Caesar Show) and helped  create The Tonight Show.\n","Sigourney  Weaver","Sigourney  Weaver","Diane Lane","Debbie Allen","Jobeth Williams"
"The African vampiric creature, known as Adze, was believed to take the form of this animal in order to hunt children.\n","Firefly","Lizard","Firefly","Snake","Bat"
"The ages of many men are mentioned in The Bible. Who is the only woman whose age is mentioned in The Bible?\n","Sarah","Vashti","Sarah","Ruth","Bathsheba"
"The album Paint it Black by the Rolling Stones was released in this year.\n","1966","1962","1978","1966","1974"
"The album Whitesnake 1987 by Whitesnake included three of these songs. Which is the odd one?\n","Fool For Your Loving","Here I Go Again","Fool For Your Loving","Still Of The Night","Is This Love"
"The amethyst is the symbol and birthstone of this month.\n","February","September","April","July","February"
"The ampere is a physical unit measuring what?\n","Electric current","Resistance in wire","Electric current","Speed of Electrons","Voltage"
"The ancient Roman Empire stretched from modern day Great Britain to Egypt. Which present day country was not part of the Roman Empire?\n","Poland","Poland","Tunisia","Turkey","France"
"The animals from which group are often called sea cows?\n","Sirenia","Enhydra","Odobenidae","Sirenia","Otariidae"
